,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC)
2356,Volkswagen,2011,325000,134000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,22.07,1199
2357,Ford,2014,320000,120000,Diesel,Individual,Manual,Third Owner,5,68.05,kmpl,20.0,1399
2360,Maruti,2016,350000,120000,Diesel,Individual,Manual,Third Owner,5,73.94,kmpl,23.2,1248
2361,Hyundai,2011,470000,89000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396
2368,Maruti,2018,680000,28000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197
2371,Hyundai,2014,280000,90000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
2373,Volkswagen,2013,400000,120000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598
2375,Hyundai,2014,475000,83000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,22.54,1396
2388,Tata,2018,450000,75000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199
2393,Maruti,2017,400000,52000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,21.63,998
2395,Volkswagen,2012,361000,90000,Diesel,Individual,Manual,First Owner,5,103.6,kmpl,20.54,1598
2396,Hyundai,2013,390000,53000,Diesel,Individual,Manual,Second Owner,5,88.76,kmpl,21.9,1396
2398,Maruti,2013,500000,53000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248
2399,Maruti,2011,200000,50600,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
2408,Maruti,2018,580000,120000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
2410,Maruti,2019,660000,10000,Petrol,Individual,Automatic,First Owner,5,83.1,kmpl,21.4,1197
2411,Hyundai,2014,220000,10000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,20.3,998
2414,Maruti,2019,509999,10000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
2418,Hyundai,2019,950000,15000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,22.1,1396
2425,Maruti,2013,356000,70000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
2431,Maruti,2013,355000,170000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248
2436,Maruti,2011,242000,120000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.5,1248
2438,Ford,2014,500000,130000,Diesel,Individual,Manual,Second Owner,5,98.59,kmpl,22.77,1498
2441,Maruti,2020,654000,1000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197
2443,Maruti,2019,600000,18000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
2444,Maruti,2016,459999,60000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197
2445,Renault,2018,275000,20000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
2449,Maruti,2006,94500,44000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
2456,Hyundai,2017,1110000,186000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582
2457,Maruti,2014,570000,79000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248
2461,Tata,2015,350000,60000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248
2464,Maruti,2019,550000,11500,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
2465,Hyundai,2012,180000,56000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
2471,Maruti,2011,170000,175000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248
2474,Maruti,2014,409999,150000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,23.4,1248
2475,Hyundai,2012,350000,110000,Diesel,Individual,Manual,Third Owner,5,90.0,kmpl,23.0,1396
2477,Maruti,2010,135000,95000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
2478,Maruti,2010,220000,100000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,21.1,1248
2480,Maruti,2014,500000,84000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
2481,Hyundai,2016,875000,40000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
2485,Maruti,2011,175000,175000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
2488,Hyundai,2019,420000,20000,Petrol,Individual,Manual,Second Owner,5,68.0,kmpl,20.3,1086
2491,Maruti,2012,180000,70000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
2492,Maruti,2007,118000,110000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
2495,Maruti,2009,170000,90000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
2503,Hyundai,2010,180000,120000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
2504,Maruti,2009,155000,120000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,21.1,1248
2506,Hyundai,2011,250000,70000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
2509,Volkswagen,2017,550000,50000,Diesel,Individual,Manual,First Owner,5,108.62,kmpl,21.66,1498
2515,Maruti,2013,380000,76000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248
2519,Renault,2019,650000,5000,Petrol,Individual,Manual,First Owner,7,72.0,kmpl,20.0,999
2521,Maruti,2013,350000,85000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248
2523,Maruti,2018,650000,15000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
2526,Hyundai,2019,1200000,40000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,22.0,1582
2528,Hyundai,2015,850000,108000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582
2538,Maruti,2015,320000,60000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
2543,Tata,2016,325000,50000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,23.0,1248
2544,Hyundai,2014,215000,50000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
2545,Maruti,2018,560000,25000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197
2546,Maruti,2017,400000,30000,Petrol,Individual,Automatic,Second Owner,5,67.04,kmpl,23.1,998
2547,Ford,2017,725000,45000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498
2549,Hyundai,2013,229999,39000,Petrol,Dealer,Manual,First Owner,5,78.9,kmpl,20.36,1197
2555,Hyundai,2016,950000,38600,Diesel,Dealer,Manual,First Owner,5,126.2,kmpl,19.67,1582
2557,Hyundai,2017,975000,48698,Diesel,Dealer,Manual,First Owner,5,126.2,kmpl,19.67,1582
2558,Maruti,2018,445000,32995,Petrol,Dealer,Automatic,First Owner,5,81.8,kmpl,20.52,1197
2559,Tata,2018,539000,60000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248
2562,Renault,2015,550000,130000,Diesel,Individual,Manual,Second Owner,5,83.8,kmpl,20.45,1461
2563,Volkswagen,2011,330000,120000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,22.07,1199
2564,Hyundai,2014,220000,80000,Petrol,Individual,Manual,Third Owner,5,55.2,kmpl,21.1,814
2566,Maruti,2007,150000,75000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
2569,Maruti,2009,170000,90000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
2577,Toyota,2018,730000,90000,Diesel,Individual,Manual,First Owner,5,67.05,kmpl,23.59,1364
2578,Tata,2016,320000,120000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248
2584,Hyundai,2014,300000,30000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
2586,Maruti,2016,562000,25339,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
2587,Hyundai,2014,250000,10000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
2588,Tata,2017,484999,35000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,20.65,1248
2589,Hyundai,2013,280000,35000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
2590,Maruti,2015,571000,68000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248
2595,Tata,2012,175000,60000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.3,1248
2596,Ford,2011,204999,70000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
2601,Mahindra,2015,445000,62000,Diesel,Dealer,Manual,First Owner,7,74.96,kmpl,21.0,1498
2606,Hyundai,2016,819999,39000,Diesel,Dealer,Manual,First Owner,5,126.2,kmpl,19.67,1582
2607,Hyundai,2016,825000,39000,Diesel,Dealer,Manual,First Owner,5,88.7,kmpl,21.38,1396
2608,Ford,2015,599000,92651,Diesel,Dealer,Manual,First Owner,5,98.96,kmpl,21.7,1498
2616,Hyundai,2013,165000,45000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
2619,Maruti,2016,470000,23700,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197
2621,Renault,2017,900000,50000,Diesel,Individual,Manual,First Owner,5,108.45,kmpl,20.37,1461
2623,Hyundai,2017,715000,60000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,21.19,1396
2628,Ford,2014,300000,80000,Diesel,Individual,Manual,First Owner,5,68.05,kmpl,20.0,1399
2630,Hyundai,2016,380000,80000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086
2632,Hyundai,2014,351000,25000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
2642,Maruti,2020,350000,5000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.05,796
2644,Hyundai,2015,535000,80000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
2646,Hyundai,2016,280000,19000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
2647,Maruti,2019,650000,33000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197
2649,Hyundai,2020,360000,65000,Petrol,Individual,Manual,Second Owner,5,81.86,kmpl,20.14,1197
2651,Volkswagen,2017,575000,40000,Diesel,Individual,Manual,First Owner,5,108.62,kmpl,21.66,1498
2656,Maruti,2016,325000,50000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
2657,Maruti,2016,250000,20000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
2663,Renault,2014,425000,69000,Diesel,Dealer,Manual,First Owner,5,83.8,kmpl,19.87,1461
2666,Maruti,2016,500000,22947,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197
2667,Hyundai,2013,300000,30000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
2668,Hyundai,2016,270000,7672,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
2669,Maruti,2010,160000,36659,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
2674,Maruti,2009,160000,70000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
2675,Ford,2012,220000,100000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
2676,Hyundai,2017,670000,48000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
2677,Hyundai,2018,780000,35000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
2678,Maruti,2017,515000,23000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
2679,Hyundai,2017,800000,14000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
2681,Hyundai,2013,200000,60000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
2683,Maruti,2013,250000,35000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998
2686,Renault,2012,250000,120000,Diesel,Individual,Manual,Third Owner,5,78.0,kmpl,21.8,1461
2689,Maruti,2014,650000,68000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248
2690,Honda,2016,950000,60000,Diesel,Individual,Manual,First Owner,7,98.6,kmpl,21.9,1498
2696,Hyundai,2016,300000,35000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
2697,Tata,2017,493000,40000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199
2701,Ford,2010,185000,124316,Diesel,Dealer,Manual,Second Owner,5,68.0,kmpl,20.0,1399
2702,Mahindra,2019,1225000,6544,Diesel,Individual,Manual,First Owner,5,115.0,kmpl,20.0,1497
2709,Hyundai,2008,130000,30000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
2712,Maruti,2019,685000,19000,Petrol,Individual,Automatic,First Owner,5,83.1,kmpl,21.4,1197
2713,Maruti,2020,399000,5000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196
2716,Maruti,2012,450000,97000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,22.9,1248
2719,Ford,2012,320000,103994,Diesel,Individual,Manual,Fourth & Above Owner,5,68.0,kmpl,20.0,1399
2722,Maruti,2011,350000,115000,Diesel,Individual,Manual,Fourth & Above Owner,5,88.8,kmpl,21.5,1248
2723,Tata,2012,285000,178000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.3,1248
2725,Ford,2011,300000,80000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399
2727,Maruti,2004,100000,100000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
2732,Hyundai,2012,300000,41000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
2734,Maruti,2011,199000,70000,Petrol,Individual,Manual,Third Owner,5,67.1,kmpl,20.92,998
2735,Renault,2012,545000,90000,Diesel,Individual,Manual,Second Owner,5,83.8,kmpl,20.46,1461
2736,Maruti,2014,570000,80000,Diesel,Individual,Manual,Second Owner,7,88.8,kmpl,20.77,1248
2738,Maruti,2009,114999,100000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
2739,Tata,2018,450000,35000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199
2740,Renault,2019,600000,5000,Petrol,Individual,Manual,First Owner,7,72.0,kmpl,20.0,999
2744,Maruti,2014,254999,40000,Petrol,Individual,Manual,Second Owner,5,67.1,kmpl,20.92,998
2749,Maruti,2008,221000,35008,Petrol,Dealer,Manual,First Owner,5,67.05,kmpl,21.79,998
2752,Toyota,2014,480000,54891,Diesel,Dealer,Manual,First Owner,5,67.04,kmpl,23.59,1364
2753,Hyundai,2018,1000000,30000,Diesel,Individual,Automatic,First Owner,5,126.2,kmpl,22.0,1582
2756,Renault,2012,245000,100000,Diesel,Dealer,Manual,First Owner,5,63.1,kmpl,23.08,1461
2760,Toyota,2010,425000,83585,Diesel,Dealer,Manual,First Owner,5,87.2,kmpl,21.43,1364
2763,Renault,2017,750000,48406,Diesel,Dealer,Manual,First Owner,5,83.8,kmpl,19.87,1461
2764,Hyundai,2016,570000,56239,Diesel,Dealer,Manual,First Owner,5,88.73,kmpl,22.54,1396
2765,Maruti,2015,585000,33243,Petrol,Dealer,Manual,First Owner,5,83.1,kmpl,21.4,1197
2772,Renault,2018,900000,35000,Diesel,Individual,Manual,First Owner,7,83.8,kmpl,21.04,1461
2773,Maruti,2015,400000,50000,Petrol,Individual,Manual,First Owner,5,83.11,kmpl,20.4,1197
2776,Maruti,2009,140000,35000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
2777,Maruti,2017,380000,29000,Petrol,Individual,Automatic,First Owner,5,67.0,kmpl,20.51,998
2779,Maruti,2018,630000,15000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
2781,Maruti,2009,120000,17000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
2782,Tata,2012,287000,120000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.12,1248
2783,Maruti,2016,550000,45000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
2788,Maruti,2016,300000,25000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
2789,Maruti,2015,300000,50000,Petrol,Individual,Manual,Third Owner,5,67.04,kmpl,20.51,998
2795,Hyundai,2010,210000,110000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
2796,Hyundai,2013,500000,87000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
2798,Maruti,2013,509999,148000,Diesel,Individual,Manual,First Owner,7,88.8,kmpl,20.77,1248
2799,Hyundai,2013,459999,60000,Diesel,Individual,Manual,Second Owner,5,88.76,kmpl,21.27,1396
2800,Maruti,2015,310000,18000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
2801,Tata,2018,775000,80000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248
2802,Maruti,2004,105000,96000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
2804,Hyundai,2013,360000,210000,Diesel,Individual,Manual,Third Owner,5,88.76,kmpl,21.9,1396
2805,Volkswagen,2012,400000,60000,Diesel,Individual,Manual,Third Owner,5,105.0,kmpl,20.5,1598
2806,Maruti,2014,600000,90000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
2808,Mahindra,2012,140000,120000,Diesel,Individual,Manual,Second Owner,5,65.0,kmpl,21.03,1461
2809,Tata,2008,210000,100000,Diesel,Individual,Manual,First Owner,5,70.0,kmpl,19.61,1405
2815,Hyundai,2008,200000,40000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
2816,Tata,2013,316000,140000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,21.02,1248
2820,Maruti,2015,650000,100000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248
2822,Ford,2014,400000,30000,Diesel,Individual,Manual,First Owner,5,68.05,kmpl,20.0,1399
2826,Ford,2018,900000,19000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498
2827,Hyundai,2015,600000,40000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
2832,Hyundai,2014,575000,106000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582
2833,Volkswagen,2012,280000,80000,Diesel,Individual,Manual,Third Owner,5,103.6,kmpl,20.54,1598
2834,Hyundai,2015,580000,74000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,21.19,1396
2836,Hyundai,2013,500000,70000,Diesel,Individual,Manual,Third Owner,5,126.32,kmpl,22.32,1582
2839,Hyundai,2011,225000,80000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
2843,Hyundai,2011,350000,100000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396
2844,Hyundai,2011,235000,80000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
2845,Maruti,2010,190000,35000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
2846,Tata,2011,325000,79000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.12,1248
2848,Volkswagen,2011,300000,120000,Diesel,Individual,Manual,Third Owner,5,103.6,kmpl,20.54,1598
2849,Tata,2017,550000,10000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199
2855,Maruti,2013,450000,108800,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,22.9,1248
2856,Hyundai,2009,199000,70000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
2858,Ford,2011,240000,72000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399
2869,Maruti,2006,120000,100000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
2874,Hyundai,2017,265000,100000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
2875,Maruti,2008,100000,120000,Petrol,Individual,Manual,Second Owner,8,35.0,kmpl,19.7,796
2876,Tata,2015,400000,100000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,23.0,1248
2877,Hyundai,2013,345000,40000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.9,1396
2879,Maruti,2018,620000,15000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,20.89,1197
2880,Maruti,2018,700000,10000,Petrol,Individual,Manual,Second Owner,5,83.1,kmpl,21.4,1197
2881,Tata,2012,200000,90000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.3,1248
2888,Toyota,2011,365000,185000,Diesel,Individual,Manual,Second Owner,5,87.2,kmpl,21.43,1364
2892,Maruti,2018,740000,9000,Petrol,Individual,Automatic,First Owner,5,83.1,kmpl,21.4,1197
2893,Maruti,2019,570000,19000,Petrol,Individual,Automatic,Second Owner,5,81.8,kmpl,20.89,1197
2894,Tata,2013,250000,100000,Diesel,Individual,Manual,First Owner,5,70.0,kmpl,23.57,1396
2895,Maruti,2017,430000,20000,Petrol,Individual,Automatic,First Owner,5,67.0,kmpl,20.51,998
2896,Hyundai,2014,225000,35000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
2897,Hyundai,2014,440000,70000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,22.54,1396
2900,Maruti,2013,420000,105000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
2904,Renault,2013,425000,152186,Diesel,Dealer,Manual,Second Owner,5,83.8,kmpl,20.45,1461
2905,Hyundai,2013,295000,82246,Petrol,Dealer,Manual,First Owner,5,78.9,kmpl,20.36,1197
2906,Maruti,2016,540000,20000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197
2916,Toyota,2011,350000,100000,Diesel,Individual,Manual,Second Owner,5,67.1,kmpl,23.59,1364
2917,Ford,2011,250000,78562,Diesel,Dealer,Manual,First Owner,5,68.0,kmpl,20.0,1399
2918,Hyundai,2011,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,5,126.32,kmpl,22.32,1582
2920,Hyundai,2014,420000,50000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
2925,Hyundai,2011,375000,35000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
2944,Maruti,2017,430000,10000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998
2945,Maruti,2017,630000,35000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
2946,Tata,2018,550000,23000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199
2951,Hyundai,2013,370000,80000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,21.9,1396
2954,Maruti,2019,550000,40000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
2955,Renault,2017,300000,30000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
2956,Tata,2011,150000,120000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396
2961,Hyundai,2016,550000,90000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,22.54,1396
2965,Hyundai,2015,500000,90000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
2966,Maruti,2014,525000,110000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248
2967,Renault,2019,220000,90000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
2970,Maruti,2013,215000,35000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
2971,Volkswagen,2012,335000,100000,Diesel,Individual,Manual,First Owner,5,103.6,kmpl,20.54,1598
2973,Ford,2011,135000,120000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
2978,Hyundai,2017,575000,50000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
2979,Hyundai,2014,170000,70000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
2980,Maruti,2014,250999,30000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
2986,Maruti,2020,250999,30000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.05,796
2987,Maruti,2013,170000,60000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
2990,Maruti,2014,250000,20000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
2991,Hyundai,2013,200000,80000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
2993,Hyundai,2017,270000,50000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
2996,Mahindra,2018,400000,50000,Diesel,Individual,Manual,First Owner,8,45.0,kmpl,23.5,909
2999,Maruti,2010,217000,120000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,21.1,1248
3004,Maruti,2017,810000,80000,Petrol,Individual,Manual,First Owner,5,91.1,kmpl,20.73,1373
3009,Maruti,2015,369000,20000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998
3020,Hyundai,2017,750000,27000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
3023,Hyundai,2013,520000,88000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
